,pred_class,true_class
15833,0.44310006735624036,0
81152,0.42549069229765074,0
80816,0.38683613065719574,0
65292,0.3854764071730611,0
61028,0.38364733521384825,0
110494,0.38170001662892755,0
71496,0.3763872385831605,0
124208,0.3746020374422006,0
9028,0.37423118621112067,0
48236,0.3735896066421283,0
112134,0.3712154942752141,0
110509,0.3708569984670645,0
17478,0.3708517275777112,0
7499,0.3701806543957111,0
38063,0.37000788658124917,0
32121,0.36981029637272217,0
116859,0.3697305891068446,0
81547,0.3694854557429534,0
41078,0.36946936239651396,0
102315,0.36942931904602916,0
127781,0.3691818684211014,0
69823,0.3690522640857334,0
25091,0.36888919623644495,0
71906,0.36694292548144686,0
74528,0.3657338607466848,0
113709,0.3645012423049839,0
79671,0.36380419077844667,0
53225,0.36361953304354133,0
114393,0.3633206591640619,0
77288,0.3631650547021432,0
70957,0.36314835760697844,0
12637,0.36313661031409716,0
75425,0.36295194731743585,0
19909,0.36279762410265454,0
9725,0.3625668773858837,0
100786,0.36204910585029676,0
59966,0.362045425606874,0
120458,0.36167988012359165,0
72898,0.361567454052366,0
53002,0.3614547889583257,0
112361,0.3613348769363174,0
6425,0.3612909860131698,0
25158,0.3611892912485296,0
66921,0.3611371007825631,0
41066,0.3611161286436835,0
66011,0.36106260492455855,0
1614,0.360925648186144,0
28190,0.36084930573691054,0
28895,0.36077041728418324,0
122410,0.36042073747204184,0
49278,0.3602916351699401,0
90594,0.3602183848916378,0
120134,0.3601299703474401,0
101596,0.35994317383276725,0
65150,0.359936889799051,0
60704,0.3597932630796189,0
91412,0.3597747675215659,0
52501,0.3594536262027935,0
31030,0.3594230832141458,0
61125,0.3591024868853309,0
118674,0.3590633862125422,0
82169,0.35905278442872657,0
123674,0.3589219867084475,0
37180,0.35878458237225236,0
124264,0.35877396792053,0
902,0.3587578349285311,0
56317,0.35866309461003304,0
102956,0.35858724792850516,0
3282,0.35857375586699314,0
122645,0.35842649288963063,0
91220,0.3583466965026762,0
7180,0.3583255754585586,0
80062,0.35813959220324515,0
40293,0.35810703763028545,0
51618,0.35809488721751875,0
82767,0.35799233579138695,0
113812,0.3579011162608722,0
10423,0.35778923135233925,0
129408,0.3576834229575593,0
106108,0.35750664025676654,0
75352,0.35740082687698116,0
77375,0.35735973541691324,0
121555,0.3571732797737222,0
106801,0.35698333861051795,0
65348,0.3568979294996737,0
51333,0.35686345170568473,0
11581,0.3566949886018193,0
110037,0.35654683212587684,0
73757,0.3564479506370979,0
60375,0.35578063179168323,0
57375,0.35570721915135806,0
17695,0.3556366927404407,0
76700,0.35559291467385384,0
107031,0.35541065101262226,0
