,pred_class,true_class
114414,0.5697472039015145,0
8897,0.5642098191303514,0
121727,0.535537019393257,0
4298,0.5333784041184876,0
100003,0.5303640669719683,0
14797,0.529794370024407,0
3986,0.5284720850641503,0
37444,0.5270743874742878,0
71049,0.525931108419381,0
65637,0.5256860772784313,0
49854,0.5207236180736237,0
21473,0.5172547704128787,0
24249,0.5169767600324918,0
1731,0.5154180224290746,0
128429,0.5149561009781556,0
10505,0.5148827179994934,0
115561,0.5147886610456308,0
15023,0.5140600091170807,0
84951,0.5137598637815859,0
23192,0.5131342164552787,0
104431,0.5121264363596005,0
16092,0.5102153515975986,0
17506,0.5095112620893153,0
86130,0.5093094376296367,0
11395,0.5087256934550771,0
73701,0.5085577905688585,0
43215,0.5084812024812513,0
5838,0.5081089767971975,0
56962,0.5078545092220824,0
60544,0.5076619055218818,0
41553,0.5070380379284065,0
93744,0.5069681519957543,0
111301,0.5064371664262458,0
50066,0.5058905792996572,0
107577,0.5054120587323457,0
58051,0.5049793521639395,0
9652,0.5048124859005217,0
105990,0.5042494790895765,0
87844,0.5038505050243944,0
49905,0.5036334427831248,0
111305,0.5033029986262415,0
83970,0.5031319565968576,0
55704,0.5018739424654762,0
49890,0.5012191842530618,0
122901,0.49955966902932836,0
69946,0.49941472210761384,0
89106,0.4991959439458601,0
110685,0.49882556753291374,0
275,0.4987810057694502,0
130419,0.49824233247407623,0
121278,0.4978393319198892,0
70749,0.4973075259128728,0
27465,0.4972199884030693,0
51522,0.49615518300997824,0
327,0.49610012412514987,0
118144,0.49556876837165426,0
56218,0.49375292951321614,0
61979,0.49365881734788153,0
49708,0.4936003183067851,0
96903,0.4935472127900693,0
10112,0.4924416852626973,0
58565,0.49240548951860497,0
59145,0.49187985029141307,0
11325,0.49169207809031623,0
6557,0.4906659524898499,0
121658,0.4906623283949571,0
86464,0.49063349603897966,0
83378,0.4905377658934137,0
22187,0.48985589829178744,0
88212,0.4896568700059959,0
131028,0.48937507525592727,0
23508,0.4889233808653273,0
130481,0.4888745456392693,0
102553,0.4888634923591675,0
92206,0.48868372879278726,0
79776,0.48838379161363826,0
49298,0.4883645188471366,0
113925,0.48788870403000373,0
111653,0.4877240080861526,0
5076,0.4875742791279414,0
52583,0.487333921603715,0
112053,0.48653422129899265,0
71113,0.48621248354200663,0
28568,0.4861489048700149,0
107489,0.4856493320420716,0
83744,0.48442281501867834,0
86914,0.4842004485851056,0
114675,0.4840401547410304,0
36677,0.4837451576868106,0
77247,0.4836968300124997,0
82384,0.48363178760571773,0
43876,0.48223016873938607,0
19068,0.48064213511506915,0
3834,0.48061058663503425,0
14231,0.4797793829537143,0
114965,0.4789409036743422,0
103834,0.47421792601105567,0
83787,0.47375776070341713,0
26637,0.47253155621276544,0
60325,0.4723892118149048,0
121182,0.47129142895596093,0
64381,0.47095600991199105,0
6853,0.4698272978089378,0
84209,0.46969959238439624,0
68864,0.46953856447121456,0
37800,0.46855532110431525,0
118007,0.46670078191301967,0
122935,0.466439896894779,0
57690,0.4652323605905953,0
25642,0.46397274679365863,0
86294,0.46136764038367045,0
6466,0.45980577627454644,0
59664,0.45959244408645794,0
84392,0.45938864529028733,0
87493,0.4568926926075311,0
130746,0.45458387905204983,0
69167,0.45457897980906836,0
14384,0.45377966551898985,0
105294,0.45224531338107476,0
40970,0.4519298163281983,0
86969,0.4516376421194684,0
36530,0.4515796799190562,0
61033,0.44988891364044326,0
90060,0.44845592541137413,0
13232,0.44818909032078835,0
110532,0.4481742190617771,0
103539,0.4463282673288933,0
70801,0.44583714196146135,0
39363,0.4455056128601935,0
3053,0.44475553506937976,0
73132,0.4444837820733106,0
37724,0.4444459147133522,0
103281,0.44441830125944787,0
31489,0.44426913533452095,0
525,0.44420247475623836,0
67300,0.4440779135844012,0
18707,0.44261219824891807,0
101815,0.4423877115873184,0
63015,0.4423279679793518,0
120780,0.44214034708792666,0
32221,0.4420650886204497,0
127728,0.44140008363218647,0
67661,0.44128005610296195,0
68748,0.44089503107615785,0
40972,0.44018868403905437,0
11609,0.4401664832310215,0
35130,0.4401235097972686,0
119359,0.44002926633586165,0
104259,0.4396940704921184,0
118369,0.438980155033995,0
7841,0.43880852467451115,0
109833,0.43871425820209015,0
69041,0.43836408761060797,0
17807,0.4382058581083511,0
4148,0.43798199569703167,0
67508,0.4379770458306495,0
102096,0.43796476223514236,0
89348,0.43787482006680145,0
42402,0.4375494493158888,0
8513,0.43750712929533075,0
125658,0.43719736961874095,0
128057,0.43683505002422385,0
66751,0.43661160642219177,0
28198,0.43660103200501543,0
60313,0.4364373783380978,0
50575,0.43643494344617645,0
35652,0.43624444586141303,0
10658,0.43602900578139175,0
75573,0.435943321440146,0
19712,0.4355358199604274,0
407,0.4354291278063527,0
7552,0.4353973586499258,0
129356,0.435360958678069,0
24091,0.43520188658433234,0
77076,0.43439410757603036,0
36568,0.4342401193680158,0
78052,0.43389914947743713,0
83545,0.4337949140565689,0
94945,0.4337459677611529,0
87306,0.4335139772072767,0
19780,0.4331266036814253,0
41619,0.4326988708710884,0
64125,0.43244372443395995,0
7044,0.43242499716659366,0
106591,0.432302959285786,0
32682,0.4318729740279673,0
85086,0.43144272534873945,0
93149,0.43136664541939207,0
48333,0.4313158737399858,0
56828,0.4312216351902785,0
25811,0.43119021743502306,0
45865,0.4308761749902347,0
107761,0.43085773828677254,0
