,pred_class,true_class
119281,0.2644929686237999,1
11009,0.260754623222222,0
88747,0.2595744900469533,1
50024,0.25920630290272295,1
9435,0.2582078280781973,1
129830,0.25698584658275153,1
120413,0.2562934464270013,1
85306,0.25629334515608165,0
7148,0.2557536539830575,1
78699,0.2551721195896214,1
98586,0.253434880635924,1
8041,0.25330597990801007,0
113281,0.2530376222540586,1
21876,0.25267362268281657,1
114956,0.25122853927585737,1
106535,0.250969049601881,1
75735,0.250746049585547,1
58990,0.25043644797436354,1
54087,0.2501820744176163,1
69160,0.25002077602943806,1
34151,0.24980385145349607,1
52978,0.24864883457387144,1
51788,0.2486292278393909,1
47379,0.24789815965342082,1
89574,0.24673012856043422,1
31203,0.24663195496677665,1
27504,0.24647355422529216,1
70154,0.24605001691337697,1
63917,0.24584437880931018,1
4734,0.2441160512035568,1
87380,0.24381614539281873,1
113482,0.2436861911422599,1
22821,0.2424426651333857,0
49405,0.24232576608487957,1
118870,0.24230153265557042,1
100802,0.2422193454198876,1
105254,0.24130786402677726,1
57536,0.2411109770666686,1
139,0.24090112518407636,0
88753,0.24030725208178183,1
123331,0.2395203196093697,1
120320,0.23947977097463527,0
93919,0.23921517578241736,1
123914,0.23914374465141403,0
127006,0.23879271486650624,1
5093,0.23853995999960576,1
104480,0.23851597269781905,1
101015,0.2383514219927033,0
97306,0.23830494430157725,1
87549,0.23769705922467763,1
95500,0.23765200210757548,1
93768,0.23764908611092528,1
76106,0.23681522980944744,1
51864,0.2363146785534837,1
62480,0.23617913418586875,1
68824,0.23616719782976245,1
41074,0.23603694618256224,0
86059,0.2359531847195799,0
80230,0.2358892030438708,1
114356,0.23562692037311278,1
128890,0.23450917324177983,1
48314,0.2341328134748523,1
35748,0.23407786076442366,1
16689,0.23354994811391627,0
10637,0.23281648155672108,1
20679,0.23226710559389582,1
46622,0.23163096136806516,1
53968,0.2315401231261977,1
71401,0.23150459113868754,1
76698,0.23147423385072677,1
53523,0.2313586719007991,1
105588,0.2311176165870926,1
82519,0.23083559676276066,1
59294,0.23062504808980497,1
107525,0.23056891448802863,1
15362,0.23034942700828415,1
83014,0.23015325479542448,1
18343,0.23006026623359915,1
17965,0.2298126686087846,1
60619,0.22980582008504205,0
52019,0.22942221707775198,1
113999,0.22899322769833247,1
18951,0.22879249651311556,1
108152,0.22869152407921278,1
53751,0.22864317791376015,1
42946,0.22825546459129925,1
83188,0.2282043135432109,1
26455,0.22814466857831883,1
116485,0.2281405063034774,1
100694,0.22797502983602827,1
79399,0.22795244890712188,1
27678,0.22793836519943242,1
125902,0.22784290877756103,1
23010,0.2278056817234558,1
59837,0.2276160622926624,1
39868,0.22735015742826267,1
96927,0.2270383156672568,1
74831,0.22692185336075105,1
14470,0.22670521826817164,1
7068,0.22669502834120517,1
81214,0.22662300690657597,1
128446,0.22645216833013818,1
126906,0.22643844269487168,0
50946,0.22635867426084377,0
69006,0.22634259191888867,1
122023,0.22622636814223887,1
128301,0.22605831755159506,1
9533,0.2260171397132721,1
49375,0.22598706981898437,1
128657,0.2258523347930002,1
55438,0.22568232073521918,1
51230,0.22503345130107125,1
20687,0.22501438984323302,1
39216,0.2249696174303789,1
13639,0.22480313692401868,1
55435,0.2247310298909276,1
52518,0.22456534935238,1
69808,0.2245430810779958,1
97640,0.22450757374224944,1
35086,0.22430720865979303,0
44394,0.2242553802569319,1
5236,0.22424047292169724,1
122910,0.22417370657845764,1
21539,0.22416232867893546,1
26947,0.22413679193471814,1
22223,0.22397521496601702,0
74274,0.22395302828318486,1
28473,0.22384551359700328,1
59496,0.22372798701665414,1
54200,0.22372721981930402,1
122775,0.2236950208668381,0
6253,0.22360994499963419,0
16236,0.22357083135857642,0
30479,0.2235221448806943,1
103238,0.2233942305571998,0
105463,0.2231684524537888,0
120045,0.22316706844887066,1
41890,0.22315038036396576,1
27180,0.22313467376117924,1
42248,0.2231309159236685,1
39563,0.22284873752696707,1
126378,0.22276780585277925,0
29332,0.22271112168560026,0
19703,0.22271105723460735,1
107215,0.22265180881846733,1
33860,0.22260843906999736,1
106913,0.22258941052166242,1
73484,0.2225575510876899,1
2801,0.22248923952130437,1
126122,0.22248362376468062,0
37786,0.22247728315184306,1
54570,0.2223783457162022,1
33638,0.22234465092914482,1
69690,0.22212829951371332,1
38016,0.2220910908780818,0
85457,0.22175580172823955,1
101731,0.22171767862516048,1
86182,0.221557774502798,1
575,0.2215442322216224,1
27368,0.2215364782126277,1
17181,0.2214741134377193,1
25286,0.22143006198925447,1
109674,0.22141813263066046,1
53481,0.2213857908766258,1
101846,0.2213285606561587,1
13835,0.22126091974019368,1
100538,0.22119641132004095,1
95054,0.2211901071197836,1
50239,0.22116652828612043,1
5814,0.22114835482019357,1
26520,0.22108492257251264,1
53420,0.22094097161358933,1
15120,0.22088417533064897,1
74097,0.22085451251191712,0
124056,0.2208405983288749,1
71907,0.2207815872294229,0
78893,0.2206551668625188,0
118636,0.22061056977124688,1
7090,0.22043758094860838,1
56344,0.22030621268930817,0
114569,0.22030569249009727,0
61663,0.22020600892951303,1
71396,0.22012653022466858,1
84985,0.22003225967127876,0
79338,0.22002666917162084,1
29695,0.2200263496083126,0
37830,0.21997591985639306,1
121946,0.21995051031593746,0
11144,0.21994160143133207,1
13634,0.2199217101531481,1
46465,0.21981823723135474,1
101889,0.21978844868211944,1
26475,0.21974950298835091,1
10181,0.21969661302895457,1
55247,0.21966669414491297,1
108517,0.21965611297577275,1
80028,0.2195529156467734,0
31924,0.21953897359406485,1
30872,0.21951847320645165,1
120563,0.21949763931235516,0
70041,0.2193788691876923,1
112041,0.21934412691473032,1
111549,0.2192544160608386,0
49137,0.2191091557321287,1
112892,0.2190716653082125,0
52137,0.21904764545931976,1
121195,0.21904478472925257,1
32607,0.21892667556216297,0
37649,0.2188652251516881,0
121463,0.2188554150247596,1
38521,0.21881598710441197,1
3514,0.2187908548272545,1
115423,0.21876020583127462,1
87306,0.2186793884973672,1
63934,0.21859774058961035,1
17155,0.21857665174583304,1
95123,0.21851744867269937,1
91684,0.21848584086136896,0
57858,0.2184050205117625,1
79982,0.21836971742293082,0
7137,0.21833614736665946,0
98947,0.21831154827516638,0
15014,0.21827854485948917,1
3043,0.21827086252630074,0
71953,0.21819747326906697,0
40673,0.21817328223505258,1
74450,0.21816695368341452,1
97842,0.21812754182899452,1
111777,0.2181111775068594,1
62328,0.2180945706799264,1
61518,0.2180778151603543,1
1234,0.21806992527923183,1
109666,0.2179786537921649,1
128147,0.21795579983941926,1
18896,0.21790270714117407,0
26253,0.21780115248640994,1
58172,0.21773065098087202,0
108146,0.21772626945702164,0
101569,0.21766820942237763,1
23000,0.21763188386427115,1
75653,0.21761655560163093,0
87184,0.21754065402954634,1
99223,0.21748920160216634,1
27548,0.21734399684189226,0
10797,0.21731064415732154,1
108907,0.2172967826325775,1
103395,0.21719915797942904,1
81905,0.2171567687528173,1
89139,0.21713190721800393,1
119457,0.21709213488998064,1
66760,0.21707892742245316,0
25555,0.21707706244436964,1
85529,0.21706014925542474,1
13126,0.21700691858668023,0
19842,0.21700097476567798,1
117829,0.21692331787480318,1
67473,0.21690398477057451,1
43876,0.21687333345239249,1
18324,0.21681201797717092,1
104854,0.21678964043797366,0
2902,0.21676225924211248,1
26614,0.2166932800792185,1
42563,0.21663658780214265,0
129035,0.2164668706359654,1
25341,0.2164241265334447,1
69210,0.21636541800804324,1
95860,0.21632928131726564,0
19223,0.21629968089048143,0
119874,0.21627783736726758,1
115360,0.2162645044649029,1
94994,0.2162317361270183,1
64783,0.21621317556109515,1
39900,0.21617577127218213,1
110351,0.21616022675079105,1
62639,0.21615175319474117,0
18611,0.21613636797388003,0
68630,0.2160863865142781,0
78104,0.21607378684175915,0
125219,0.21601481553438118,1
113216,0.21599250824857869,0
100155,0.21594796501776167,1
73436,0.21589125013471147,1
116454,0.21587100190263023,1
126704,0.21585231587193268,0
14194,0.21580407983963382,1
102287,0.21569947629026703,0
10035,0.21565329880639517,1
28596,0.21557557260311094,1
124290,0.21557106771894247,0
14540,0.21555479016368276,0
116724,0.2155511648872027,1
122313,0.21551338802153555,1
7841,0.2154932024542388,1
74886,0.21548799748395248,0
129062,0.21546427399659956,1
7333,0.215394024631245,0
78780,0.21533736191887384,0
67296,0.2153074786419617,1
60396,0.21529242420883213,1
56516,0.21522653999634764,1
65904,0.2151769622686744,1
117450,0.21514930669306537,1
77522,0.2149791566064412,1
50652,0.2149606488184901,1
60736,0.21494666881671387,0
69371,0.2149378619362026,1
24212,0.2149120303210906,1
119963,0.2148737125109848,0
127373,0.21486436805664394,0
2855,0.21483754849254105,1
62995,0.2147843978061823,1
109306,0.21472476167038282,1
3116,0.21465691628602657,1
48611,0.21465430715504247,0
128418,0.2146355694549409,1
13602,0.21462804761361953,1
100570,0.21461204808853007,1
104244,0.21460257121035256,1
63243,0.2144233691257878,1
4040,0.21441458532002258,1
27671,0.21433789392844338,1
21918,0.21425708358101875,0
126022,0.21407165722293303,1
33215,0.21405246584410573,0
79681,0.21403281889372336,1
9795,0.2140252139380404,1
66835,0.21389405863277033,1
101801,0.21376798118274049,1
19885,0.21376623268922282,1
73002,0.21367402484944398,1
69470,0.2136188441119843,1
85796,0.21345958162372353,1
7647,0.21332921821471348,0
118017,0.21330826733535846,1
109951,0.21326367435179547,1
120295,0.21324372459166002,1
99426,0.21323510157891484,1
88005,0.21320318044479242,0
51197,0.21319088532810843,0
123903,0.21318479815857222,1
12920,0.21313789005597478,1
125379,0.21313659884809932,1
39975,0.21312288834355103,1
6969,0.21309909380169942,0
92685,0.21307208181399262,0
89315,0.21306855282201398,1
64949,0.21306764811118062,0
49130,0.2130615729864507,1
14024,0.21301080851590168,0
130280,0.21299555461769348,0
42171,0.21299082879120715,1
23410,0.21292305121132407,1
76324,0.2128874461480725,0
113190,0.2128724075379272,1
126539,0.21284522124341665,1
76145,0.21282048776640194,1
103185,0.21266065357792474,1
90750,0.21260342363457055,1
35944,0.21259470538517417,1
8157,0.2124754138549997,1
89213,0.21242268542581713,0
118396,0.21237591922669952,1
76114,0.21234428543785155,0
72461,0.21230936366120787,1
75598,0.21225128988325231,0
30612,0.21222570311639444,0
36195,0.21216044171995124,0
42532,0.21214247037280365,1
89672,0.21212054898468757,1
119014,0.21210855238147994,1
110944,0.21210259794824438,0
98313,0.21199367863147298,1
107780,0.21188223892995792,1
81851,0.21181578720040525,1
109302,0.21173788449065814,0
114661,0.2117330493387095,0
66508,0.21168913180932025,0
11297,0.2115600300097054,0
