,pred_class,true_class
15833,0.43119219639586226,0
81152,0.41654670610593847,0
1633,0.4108642282418449,0
95785,0.40900402689837645,0
65150,0.4057593199998702,0
54237,0.4040695906434539,0
69053,0.3989951384365675,0
33830,0.3950472388792503,0
83342,0.3950312847503568,0
90594,0.39458960044116304,0
25889,0.39429468458302325,0
85766,0.3936692977056891,0
102274,0.39308282056644067,0
53225,0.39217272213259136,0
129596,0.39152451156216306,0
91412,0.39002154690751883,0
18805,0.3890085139861772,0
88944,0.38891739256718566,0
49989,0.3883518457937038,0
30692,0.38770567468728684,0
125712,0.38625492841089215,0
91808,0.3853709603742326,0
116640,0.38516294414854585,0
129504,0.38474585170698794,0
877,0.3845922524387503,0
51369,0.38396364630304486,0
40293,0.3838591442165365,0
57903,0.3835631755213314,0
65842,0.38295513403680065,0
40304,0.38287414926482416,0
11432,0.382795197702857,0
99971,0.38220322882163943,0
129752,0.38161027595322833,0
57271,0.381352608256966,0
129924,0.38104695006937656,0
102269,0.38071364237695543,0
102803,0.3801631285521596,0
124208,0.38012593382577314,0
63507,0.37996538886539083,0
11915,0.3797406436262418,0
53753,0.3795152747204275,0
62160,0.37938361512573265,0
23036,0.3792954566116485,0
110509,0.3791983062416302,0
67504,0.37815953262144325,0
106801,0.3776755835971837,0
16231,0.37746793300961307,0
52338,0.3769935740187796,0
52279,0.374886890792593,0
4065,0.37487437897478143,0
3668,0.3746515554144994,0
41066,0.37433183466990966,0
119244,0.3739301699436392,0
109434,0.37309534400735583,0
94100,0.3730127760391612,0
120403,0.37293909695938793,0
61257,0.37267635069629124,0
115408,0.37245894731875157,0
111874,0.3723440290899876,0
11349,0.3721997683209334,0
11625,0.37149922018708675,0
100088,0.37134111322663826,0
109926,0.37113235978802966,0
82244,0.37027808331647133,0
49452,0.36952417748553856,0
89241,0.3689455252929404,0
114231,0.36844921085484783,0
92351,0.367864019468277,0
24626,0.36572442625161966,0
45153,0.36545324403645774,0
6013,0.3647760127872024,0
126390,0.36461006188647377,0
37448,0.36452921248362463,0
6425,0.3645185111824447,0
98712,0.36417202577240904,0
91156,0.3639475241420082,0
26118,0.3633297687612404,0
25448,0.36325781113550576,0
100130,0.3631573633515396,0
84855,0.3630898350156012,0
16940,0.3629756585641435,0
14094,0.36270988747884647,0
84235,0.36249730882198755,0
123568,0.36227596361074016,0
80186,0.3622502832641078,0
63502,0.3618595700005139,0
10197,0.3618044554748941,0
93445,0.3617827514130902,0
116395,0.3614403399766482,0
68796,0.361375228935265,0
54581,0.361251853962732,0
50142,0.3612465815047859,0
27559,0.3607181939294272,0
105841,0.3604681423980854,0
123423,0.36033712255773037,0
112134,0.3603127221684528,0
124264,0.35991535559455357,0
120820,0.3595378362590163,0
50768,0.35924253846769433,0
55910,0.35923794938036774,0
19098,0.3591418471806848,0
37304,0.3589970437223275,0
77380,0.35897336363736326,0
115330,0.35882766446894526,0
69303,0.35842031483485987,0
58990,0.35816256250900863,0
127987,0.3576360851091673,0
34702,0.35741801248098165,0
102470,0.35720758831736305,0
103850,0.3570551019650173,0
107641,0.3566445164239948,0
72909,0.3565193038445446,0
19752,0.3564637599959282,0
33047,0.3563161069388228,0
19909,0.35583378741668054,0
67710,0.35557236009031973,0
130391,0.35549057876135665,0
122988,0.35546732112069945,0
33205,0.35523141160336547,0
16560,0.3549386317399342,0
70816,0.3547281230004789,0
47513,0.3546769651770138,0
90984,0.35467239605705886,0
60837,0.3545996276281625,0
91220,0.3543506120821214,0
1052,0.35420490830532053,0
66789,0.35416835325650825,0
102247,0.3540894540623379,0
70224,0.3540698454179037,0
21614,0.3535949182192222,0
75467,0.3534441311984565,0
80342,0.35313151179396357,0
125371,0.35309933699723334,0
12217,0.3529348888449732,0
100649,0.3528618987674051,0
129621,0.3528196189238583,0
7807,0.35266797912616316,0
50372,0.35253470414748106,0
18256,0.35246021138793066,0
82734,0.3524405846667526,0
2653,0.35233681100081177,0
27656,0.35211498074747555,0
63916,0.35205020491327516,0
67230,0.35201394526196905,0
126856,0.3519867097274595,0
40077,0.35191644751445744,0
111017,0.3516923614970541,0
19265,0.3514673715583974,0
72607,0.35138313392297404,0
102657,0.3512711560740478,0
103764,0.3512625564662776,0
98621,0.35113827610180764,0
67430,0.35110546296166495,0
50122,0.3510637456529448,0
43638,0.35074532488276844,0
93284,0.3507076849857497,0
99387,0.3505395916528706,0
28336,0.35028133736344574,0
