,pred_class,true_class
114074,0.4508114026070804,0
107428,0.4492708305717106,0
55497,0.44397992420310617,0
73130,0.44354324642518367,0
13214,0.4435317392943963,0
93871,0.4421885073933038,0
58316,0.4401531336279324,0
117125,0.4361471295254247,0
2214,0.435477191013682,0
128569,0.43514915570190466,0
42886,0.43487798487336027,0
114907,0.4345138634637454,0
12551,0.43344199953147466,0
60906,0.4332553113627292,0
106464,0.43323817245412655,0
37667,0.43312895297361786,0
111602,0.43253811159805383,0
96852,0.43250088370111905,0
41109,0.43181585425472496,0
35378,0.4310266603801966,0
83946,0.43078768197235473,0
130662,0.43033703134914053,0
2498,0.4302509805759908,0
7841,0.42960549846240553,0
40503,0.42955188267899835,0
61759,0.42944797062242573,0
26288,0.4291306214067257,0
4298,0.429037206892576,0
11575,0.4285499620443657,0
86936,0.428406745010033,0
25701,0.42819322736672577,0
89188,0.4278068491140377,0
26050,0.4273560993426723,0
40922,0.4271464057952036,0
77117,0.42650837834015165,0
105566,0.42621194733286744,0
35268,0.4261252710149941,0
32682,0.42602446405084615,0
6187,0.42553685371753197,0
51888,0.4242362577655189,0
65130,0.4236302413218262,0
14984,0.4235088177818323,0
46445,0.4234391435992416,0
96380,0.42303148259925094,0
32059,0.42278699822658267,0
119483,0.42256682696546954,0
107413,0.4223427846176191,0
126556,0.4219579313995501,0
23672,0.4218931975483706,0
99029,0.42180982349110274,0
130738,0.42143123376789965,0
28457,0.4213799555428918,0
89994,0.4203979272431463,0
87660,0.4203445487621329,0
98738,0.4194912074814763,0
20115,0.4186091905445697,0
16715,0.4184162659800798,0
41175,0.41799022613206555,0
14057,0.41780697943733464,0
48096,0.41765636926432764,0
82236,0.417036396221524,0
39860,0.41567417643698723,0
56536,0.4156518710256863,0
3307,0.41501067398584673,0
54262,0.4146921308095867,0
85086,0.41463132628377564,0
21215,0.41424775185805196,0
74489,0.4133500335048878,0
121349,0.4133236743489951,0
48585,0.4123985438334715,0
117583,0.41230030173348403,0
39736,0.412189667226756,0
86114,0.41216831968838824,0
110350,0.41212148984492586,0
57925,0.4120161516976732,0
91500,0.41198833835329823,0
93364,0.4118503185791021,0
120780,0.41120184632844015,0
16925,0.41037635627820035,0
45870,0.4102212042689346,0
120832,0.40994163468846573,0
32649,0.4096998553996844,0
116454,0.40919048589678075,0
4596,0.40916250423151057,0
75426,0.40827994791495764,1
55609,0.40808777919991773,0
59254,0.4078405921837108,0
48372,0.4078363073648556,0
15878,0.4069271185751424,0
706,0.40665663675803826,0
42797,0.40590407008662394,0
8691,0.405554239198982,0
17149,0.40541392252858033,0
56147,0.4051797481436193,0
129311,0.4049726731382182,0
10979,0.4047378608213592,0
112428,0.4045630281038851,0
24589,0.4043666875398832,0
2429,0.4043579397050175,0
65637,0.4039143084775415,0
22122,0.4037155616626266,1
89106,0.40369270869075863,0
94431,0.4032825197503072,0
8897,0.4030862684650801,0
70680,0.40263472696202585,0
60419,0.40257082069653144,0
80432,0.4024810329326831,0
101015,0.40238207273165333,0
114164,0.402367346552497,0
45464,0.4022951709620491,1
82432,0.40221187751227916,0
50467,0.4019297015177352,0
76871,0.4016410789928357,0
4948,0.4016081024013755,0
125215,0.40071233671327655,0
100448,0.39989674771849987,0
15734,0.39981077902926787,0
10433,0.3997777409014478,0
77558,0.39973225957423764,0
5737,0.39914059950719233,1
108126,0.3986421930996881,0
124657,0.39741290032093113,0
40972,0.3973993744185045,0
72383,0.3972428560249196,0
1666,0.3972341003913929,1
88279,0.39716226480791117,0
84004,0.39683584123641363,0
81914,0.3961054800299229,1
44126,0.3960868699432345,1
63084,0.3950467805805492,0
42226,0.39469860769942494,1
81679,0.39416907528700856,0
5381,0.39328019429925665,0
42063,0.3930706960409041,0
69832,0.39203495891976486,0
86464,0.39165441580323296,0
8064,0.39154822689869623,1
81919,0.3914012217984336,0
118439,0.3913292537425312,0
6260,0.39095962009365165,0
107156,0.39089725350532556,0
38000,0.38960458669226616,0
5283,0.3895201456422943,1
80337,0.38932557269404,0
65565,0.3892304672016756,0
96903,0.38851746448577207,0
121727,0.3882792766102935,0
117897,0.3882428241088981,0
17807,0.3881157836711436,0
55243,0.3877591333277228,1
106979,0.38768188186273045,1
24751,0.38745105241276584,1
21473,0.38740740184131506,0
75602,0.3869255997539699,0
11661,0.3868028897986764,1
52444,0.38659551132493686,0
87844,0.38634549081596337,0
106002,0.38582932676150977,1
49298,0.38569647357083514,0
90920,0.3853565264595034,1
92703,0.3852692092832302,1
17667,0.38518398681471744,0
128102,0.384664066855483,0
11135,0.38454608042574545,1
120708,0.38430741941121166,0
5076,0.3841765437392761,0
64003,0.38393037272273134,1
130073,0.38365699976253687,1
117933,0.38246543276590056,0
114414,0.3811276578104028,0
23140,0.3795816195417103,1
44175,0.37872354668762537,1
57916,0.37865471482573515,1
102196,0.3785693549785455,1
104431,0.37840223288680247,0
3986,0.37815682518454213,0
2010,0.3780275547276708,1
115561,0.37797338632447014,0
84182,0.37764407354307605,1
73750,0.37749395941121705,1
23508,0.377291532061874,0
55149,0.37726790333471805,0
23353,0.3765565499181763,0
5838,0.3762471140224481,0
84209,0.37551677618359086,0
13930,0.37533742583105273,1
42006,0.3751680374567068,1
59145,0.37444877077591904,0
130481,0.3744477480010405,0
50578,0.3743238682260808,1
17558,0.3742589678331727,1
87457,0.3739415707494717,1
62827,0.37361524621213843,1
100003,0.3736099166932062,0
131028,0.3735688861353769,0
98226,0.3732125425691505,1
128454,0.3729047297020594,1
95170,0.3728862571344337,0
113466,0.3728486856689514,1
6557,0.372545664780501,0
19305,0.37254050795333443,1
100765,0.37225083580035906,1
60544,0.37212190502961995,0
92206,0.3717408511275756,0
6853,0.37135924714880325,0
109744,0.3713551757969987,1
123742,0.37102465461545137,1
122694,0.3710120264095327,0
9007,0.37098787877712663,1
110685,0.37090066510885583,0
124369,0.3706496990725341,1
14098,0.3703801611323343,1
34915,0.3699407761697046,1
109175,0.36949310847946554,1
23460,0.3692838610584016,1
16059,0.36920243385416185,1
24249,0.36839953231103517,0
41205,0.3682158315918693,1
118007,0.3678595836010804,0
14231,0.3677462579709677,0
86130,0.36765073130223586,0
55704,0.3673082981841368,0
109899,0.3670081196859669,1
121885,0.3665388202755182,1
121182,0.366538538142048,0
37444,0.3661560185073597,0
83378,0.36604189590965686,0
93744,0.3660181882471987,0
101186,0.365846567947468,1
75021,0.365740530440668,1
127286,0.36553193425845504,1
30829,0.36547885321929874,1
90012,0.3652808846434082,1
54943,0.3648447817021762,1
41602,0.36456396453687556,1
327,0.36452187138191977,0
128024,0.36434997779775546,1
59789,0.3636264399574913,1
111301,0.3635667294491711,0
11395,0.36356475201198674,0
118279,0.3633746916636748,1
50066,0.36323610446344345,0
11325,0.36233838302540583,0
101885,0.3622022393968293,1
81328,0.3620594986883458,1
122901,0.3619479755813772,0
99555,0.36172397091363306,1
128189,0.36156536783208165,1
60325,0.3615469520279435,0
40622,0.3614372510874511,1
74093,0.36119306229187753,1
83183,0.36096370161144187,1
49708,0.3607700615167456,0
30302,0.36029511244695017,1
107489,0.3598611154165644,0
130419,0.35980429102622385,0
22800,0.359725923898854,0
71049,0.3595782123524625,0
43215,0.35953223010513563,0
66746,0.35932830257141124,1
101096,0.3591001158033698,1
88212,0.3588525328882483,0
49890,0.35815091878594457,0
88668,0.35773214605714615,0
45880,0.35759567064279657,0
93184,0.3574592217923454,1
37800,0.35724790421018365,0
83744,0.3571959292341868,0
15329,0.35715758804107484,1
65737,0.35712664598386273,1
125647,0.3569952234434116,1
79899,0.35689706292581574,1
26637,0.35659270308640684,0
7476,0.35659164227185147,1
121208,0.35635497169988795,1
28568,0.35626476915916333,0
18662,0.35618286644953184,1
12761,0.3561579515458006,1
109243,0.35579869978518697,1
1170,0.3556730565059515,1
112053,0.3553899058971761,0
6228,0.3551711574906016,1
125484,0.3551609281705672,1
58565,0.3550345639012688,0
19172,0.35493781475315583,1
82986,0.35471841794311065,1
65271,0.35458241136452673,1
11165,0.35456209958902174,1
13082,0.35454975720182974,0
41553,0.3544873306982862,0
95542,0.3543950465458058,1
69946,0.3542330095894521,0
70749,0.35410952210897506,0
76706,0.3540979439981189,1
74436,0.35409359977799476,1
6528,0.3540565563300453,1
84951,0.35399609573464863,0
51522,0.3539061384990153,0
125658,0.3536810835816149,0
81350,0.3535647085769202,0
1731,0.35325934868483727,0
56129,0.35324983874415006,1
85796,0.3531128205053501,1
118444,0.3530542854718155,0
87409,0.3529829025919537,1
15023,0.35286958762850607,0
106288,0.35268043237496793,1
109356,0.35262652392135974,0
53153,0.3523866498583913,1
89321,0.35237901682582773,1
38505,0.35226066423382374,1
43901,0.352118457963,1
100071,0.352096835832536,1
86294,0.3516877645122736,0
60415,0.3515526616871302,0
93343,0.3514836214683098,0
55912,0.351333896770207,1
46874,0.35130555225841364,1
5396,0.351298673040567,1
85465,0.35129098262896125,1
9652,0.35119420821278236,0
121658,0.35099474238720696,0
114965,0.3509558449269667,0
82384,0.35095287715353696,0
15596,0.35087814308359233,1
17506,0.3504656451439362,0
67801,0.3504128954291625,1
22187,0.35018342475088426,0
58258,0.3501802407794339,0
23192,0.34906643283231703,0
21125,0.34886402134864064,1
99291,0.3487556958127529,1
130746,0.34847979076962676,0
105990,0.3482644990093754,0
16092,0.3482077436436601,0
102553,0.34813496682776596,0
16907,0.3481290581959093,1
49854,0.34798649516501245,0
110046,0.347879146444748,1
84015,0.3478762215360767,1
275,0.3478370280668143,0
54949,0.3477302914690381,1
48685,0.3476439459476743,0
14797,0.3473423039514763,0
1757,0.34726620768722116,1
60974,0.3471861139945733,1
65834,0.3466366079157404,1
114868,0.3466089829667206,1
36677,0.3464004019737474,0
113925,0.346349393693628,0
22615,0.34631342377850244,1
51491,0.34579469077094477,1
10112,0.3457682784739974,0
88813,0.3456478993037264,1
27465,0.3456331345740878,0
103312,0.34561050489364015,1
87493,0.34548709561840857,0
62051,0.345374487161521,0
55195,0.34520893344188736,1
127594,0.3451560726680322,1
29665,0.3451427279585041,1
28358,0.3449794549099802,1
63,0.34495508340966524,1
115562,0.34486300490646427,0
109088,0.34481130862128,1
63236,0.34480408103319415,0
55511,0.344783659322069,1
93817,0.3445190051387144,1
69394,0.34443966115608676,1
32221,0.34435825060671843,0
73572,0.3440919601343355,0
113390,0.3439379194290508,1
80868,0.34384416907011145,1
9054,0.3438295719753069,1
130551,0.34375407188330204,0
73910,0.34355747079095794,1
22456,0.3435022209215478,1
73687,0.3434109292950877,1
130536,0.34331667259104603,1
83689,0.3432614027525445,1
91390,0.34321512499682677,1
114031,0.3431664227826883,0
19068,0.3431115030449855,0
56962,0.3431110947249983,0
48258,0.3428351853562147,0
73093,0.34281336747295693,0
7552,0.34264124288643516,0
124224,0.34248230418553766,1
30136,0.34247871936003743,0
111327,0.3423753419328359,0
111305,0.34232630079431914,0
62078,0.3419270047396261,0
10505,0.3418918321577703,0
74656,0.3417453415657682,1
107577,0.34166927535067027,0
3729,0.3413881138948257,1
121278,0.34127487803429546,0
28135,0.34114077092543166,1
75155,0.3411266790465067,1
